Unnamed: 0,comment,timestamp,label
170,kiên cường dung r,21/08/2024,neutral
171,không phải tuân haizzzz vậi gpa của iem chắc như điểm sàn của trg,30/09/2024,negative
172,không phải tuân khiếp ____ gpa mấi mà kêu thấp,12/07/2024,negative
173,không phải tuân ngta gpa 40 max rồi gpa bạn 25 26,26/09/2024,neutral
174,ngọc mai trôn à_,25/08/2024,neutral
175,trần quang tùng lan phương minhh vũ đối với cntt thì clc là chất liệu cao ạ,06/07/2024,neutral
176,đoàn hoàng nam chất liệu là đấi còn gì,15/10/2024,positive
177,đoàn hoàng nam ừ đang định hỏi,12/07/2024,positive
178,trần quang tùng học nhầm ngành đến h mới biết,13/09/2024,positive
179,đoàn hoàng nam giờ thì đúng ngành rồi,21/10/2024,positive
180,2k8 quyết tâm đỗ ptit,06/10/2024,neutral
181,điểm mềm vãi,21/07/2024,neutral
182,đậu full,10/10/2024,positive
183,có mẫu capcut của trường ko ạ,01/08/2024,positive
184,năm sau cntt udu nổ lên 26 cho chiến nhé,01/08/2024,neutral
185,shop ơi em đặt báo chí nv4 vẫn được đúng không,31/08/2024,neutral
186,thảo phạm chúc mừng chúc mừng,03/08/2024,neutral
187,trùm cuối sale sập sàn luôn gòi ạ,11/09/2024,negative
188,httpsmmejabzdxu9cbvnfyj6b,30/10/2024,negative
189,chứng chỉ sat trường quy đổi điểm như nào vậi ad cảm ơn,17/09/2024,neutral
190,đi bắn bia về biết tin đậu nv1,10/07/2024,negative
191,sale kinh thật,16/08/2024,neutral
192,sốc đau tim,19/09/2024,negative
193,vừa zin,13/07/2024,positive
194,dễ thương dữ sốp,05/11/2024,positive
195,đỗ fintech rồi kkkk,28/07/2024,positive
196,các bé ttđpt về bờ ngay cho tuiii,20/10/2024,neutral
197,kien quach cuối cùng nó cũng chịu công bố r nè,25/09/2024,positive
198,đặng hương giang tắm rửa thơm tho hết r m công bố,21/09/2024,neutral
199,dự báo cao quá,05/08/2024,negative
200,các b chại hết,31/08/2024,positive
201,nguyễn hiếu năm nay điểm thấp r,12/10/2024,negative
202,trần đỗ minh ngành mk lên mà,02/11/2024,positive
203,xuống đái rồi,11/07/2024,negative
204,có ai học tke ptrien game khncho em xin ít trải nghiệm,18/07/2024,positive
205,các bé đừng quên follow page đoàn thanh niên học viện công nghệ bưu chính viễn thông để cập nhật các sự kiện thú vị dành cho tân sinh viên sắp tới nhé ptit chào đón các em,12/10/2024,neutral
206,hứa yêu trường,26/08/2024,neutral
207,d24 avt trường đã r tính sau,12/09/2024,neutral
208,điểm năm nay sale dữ v,23/08/2024,negative
209,đái,11/09/2024,neutral
210,điểm chuẩn nài có tính điểm ưu tiên theo khu vực k ạ,10/08/2024,neutral
211,vang trời luôn shop ơi,30/08/2024,neutral
212,lỡ hẹn v,14/07/2024,negative
213,ai cndpt ko,22/08/2024,positive
214,ph bình ê nếu mà xếp trc là đỗ qhcc,30/08/2024,negative
215,lâm hưởng hối hận ch,28/10/2024,negative
216,đỗ r nè nv14,03/08/2024,neutral
217,thu hường phạm khánh ly nguyễn pl nguyễn thị kiều cái tăng duy nhất bâyh là học phí,07/07/2024,positive
218,điểm cao thế,18/07/2024,neutral
219,hơi lâuu nha,06/10/2024,positive
220,nguyễn phú bìnhđinh đạt đỗ chứ nhể,11/08/2024,negative
221,nguyễn đức thịnh vào rồi mình parti thôi,14/10/2024,neutral
222,nguyễn phú bình doki doki,22/07/2024,positive
223,suýt sao quá,08/07/2024,neutral
224,chẳng bt 2027 lấi bnh điểm đâi,06/11/2024,positive
225,ngon rồi vô đtvt rồi trượt hust vô ptit cx đc,03/11/2024,positive
226,đã bắt đầu gửi mail chưa ạ,14/07/2024,positive
227,đáng yêu,24/07/2024,neutral
228,yeahhhh em đỗ rồi,27/07/2024,neutral
229,thấp quá mất uy nhá,12/07/2024,negative
230,vc tí thì đỗ r,10/07/2024,negative
231,đoàn hiếu tóm lại h bố học trường nào,09/09/2024,positive
232,phạm nguyên hust,21/08/2024,positive
233,phạm nguyên toàn sải 0,21/09/2024,negative
234,3,13/09/2024,positive
235,vl tiếc quá,13/08/2024,negative
236,sao lại ra nông nỗi nài,24/07/2024,negative
237,chiến lê lòng đau như cắt nc mắt đầm đìa,05/09/2024,negative
238,nguyễn thế học tôi vẫn sợ con ng anh,23/07/2024,positive
239,em yêu ptit vê cê,25/07/2024,neutral
240,sale sập sàn minh vu,05/11/2024,negative
241,trường nhải moonwalk ngang michael jackson,26/10/2024,neutral
242,gia nhập,27/07/2024,positive
243,quàoooo đỗ r hihi,25/08/2024,positive
244,các bé d24 cntt nếu có thắc mắc gì hãi mạnh dạn ib hỏi page itclub ptit hn nhé,18/07/2024,neutral
245,cứ ngỡ là điểm chuẩn tăng,28/09/2024,neutral
246,tuấn đặng đỗ ngành j,20/08/2024,positive
247,hêh đỗ ròi,30/07/2024,neutral
248,mất giá rồi,23/09/2024,negative
249,đỗ r ạ nhưng ko bt trường có phát ny ko nhể,17/07/2024,negative
250,nguyễn tứ cntt việt nhật có 2425đ,30/10/2024,positive
251,downtrend rồi à shop,30/08/2024,neutral
252,phấn đấu đến năm 2030,14/10/2024,positive
253,tầm nhìn 2040 điểm chuẩn xuống dưới 20,05/10/2024,neutral
254,chàaa,19/10/2024,neutral
255,nguyễn thành chung đủ để làm trùm cuối luôn,03/08/2024,neutral
256,sale sập sàn,05/08/2024,neutral
257,dương thế khanh điểm thấp v ò,07/08/2024,negative
258,đào thị khánh linh đã bảo là sẽ giảm mà,08/10/2024,positive
259,dương thế khanh ảo lắm,11/08/2024,negative
260,trung vũ xem lại chưa,31/08/2024,positive
261,quỳnh trang đã bảo trượt r,11/10/2024,negative
262,ờm,05/07/2024,positive
263,dư mất 1đ r,24/07/2024,negative
264,sốc nha sao điểm xt cao vậi,14/08/2024,neutral
265,phía nam đâu ạ,06/11/2024,positive
266,mới thấi báo chí 26 á e bất ngờ,29/08/2024,positive
267,k gạch đá dou ạn,23/09/2024,negative
268,tuấn nguyễn tân sinh viên ơi,12/10/2024,neutral
269,siêu sale rằm tháng 7cô hồn cùng zuiiii,09/10/2024,neutral
270,lê phương thảo mé attt giảm kìa,05/11/2024,negative
271,nguyễn quỳnh trâm vãi đỉnh,29/07/2024,neutral
272,việc làm chuyên dụng cho học sinh,09/09/2024,negative
273,sinh viênnmôi trường năng động tuổi teen phát triển kĩ năng mềm xem thêm,22/07/2024,neutral
274,lâu thế,10/08/2024,neutral
275,lê ngọc duy được rồi đi thôi,16/10/2024,neutral
276,nguyễn thế nhã oách quá,13/09/2024,neutral
277,nguyễn tiến đạt năm nay mềm hơn nhỉ,15/10/2024,neutral
278,trần khánh thành mềm mới dễ làm tân cổ đông e,29/07/2024,neutral
279,học về chíp và bán dẫn là ngành nào vậi ạ học viện công nghệ bưu chính viễn thông ptit,13/10/2024,positive
280,nguyễn tùng dương đỗ nv1 ròi pko,18/10/2024,negative
281,ng hong chào ptiter nha,06/09/2024,neutral
282,đặng minh chúc mừng e,09/09/2024,neutral
283,chà,13/07/2024,neutral
284,khanh toan siêu sale 198,26/09/2024,neutral
285,star lương số 5 số 5,30/08/2024,positive
286,thanh huyền cố lên,22/09/2024,positive
287,quá đẹp luon,02/10/2024,neutral
288,lường hùng đỗ chưa e,03/07/2024,positive
289,thanh huyen nguyen đậu tự động hoá ptit rồi nài,25/10/2024,negative
290,bùi thị hiềnn tới luôn đi,16/07/2024,neutral
291,nguyễn thị phương thu sao lại thế,02/07/2024,positive
292,tắt gái luôn,24/09/2024,negative
293,nguyễn thị phương thu chưa tới 99 mà trường sale mạnh vậi,10/08/2024,neutral
294,hoàng huy share đi b,18/10/2024,positive
295,năm nay ra sớm nài,11/08/2024,neutral
296,chúc mừng học viện công nghệ bưu chính viễn thông ptit đã có thêm 2 cổ đông tinh hoa vũ thảo và phạm mai anh nhé,10/08/2024,neutral
297,nguyễn thảo nguyên dạaa,15/08/2024,neutral
298,hữu hiếu em ơi,17/10/2024,neutral
299,hung thanh pham đỗ không em,27/10/2024,positive
300,đs quân 2487 kìa,27/10/2024,neutral
301,phạm quốc hưng buồn vậi,03/11/2024,negative
302,thổ thiếu ngạc 24,28/09/2024,negative
303,94 ơi,27/09/2024,neutral
304,cao dat yên bề gia thất,13/07/2024,neutral
305,thừa thắng xông lênnnnn,01/08/2024,positive
306,yến nhi ơ kìa attt,29/10/2024,neutral
307,nguyễn thùi giang phong cách,03/09/2024,neutral
308,phương vũ ai sợ thì đi về,18/07/2024,positive
309,tú nguyễn doanh tran nguyễn kiến quốc nãi ai đoán chuẩn,21/10/2024,positive
310,nguyễn quang nam đái xh quá,28/07/2024,negative
311,nguyễn kiến quốc thế cx đỉnh nóc roài,10/09/2024,neutral
312,nguyễn quang nam không chuẩn lắm nma gần đúng sai số 015,05/09/2024,negative
313,tôi đoán 25,27/10/2024,positive
314,75 mà,03/08/2024,neutral
315,nguyen thai muon gap en,24/07/2024,neutral
316,thảo thảo thảo ở một vũ trụ nào đó mà ptit rẻ hơn,06/11/2024,neutral
317,trịnh quang anh nghe quả 850k các em chại vội,01/09/2024,positive
318,trần minh anh tôi đỗ cnđpt r bạn ơi,23/08/2024,positive
319,quỳnh như dc 1 vé học cùng hk rồi nhé,30/09/2024,positive
320,quỳnh như sáng bảo anh lai đi học,06/10/2024,positive
321,trôn,10/09/2024,neutral
322,tuấn anh bạn đỗ không,19/09/2024,positive
323,linhh bùi em thích chị,02/07/2024,neutral
324,thu linh mắc j thích,02/07/2024,negative
325,linhh bùi em thấi chị đỗ ptit,30/08/2024,neutral
326,quá ngầu,11/09/2024,neutral
327,thu linh dức đuýt,17/09/2024,neutral
328,tưởng tăng chứ,19/10/2024,positive
329,chii dânn siêu sale,29/07/2024,neutral
330,lộc lộc dương,01/09/2024,neutral
331,quang hieu nguyen duy linh đỗ chưa,01/10/2024,positive
332,đỗ huy hoàng trượt r điểm chuẩn cao quá,11/10/2024,positive
333,dương đức huy tdh xịn ác,12/07/2024,neutral
334,đức nguyễn anh oi em trượt rồi huhu,24/07/2024,negative
335,đức anh nguyen ô định khao tôi cj,05/09/2024,positive
336,nguyễn hồng hải oai chưa,13/07/2024,positive
337,trịnh phương chi ko oai,17/10/2024,negative
338,nguyen hong hanh nài,13/10/2024,positive
339,phạm eeyyy,13/07/2024,neutral
340,hà đỗ chưa c ơi,14/09/2024,positive
341,dương hoàng đỗ nvong 1 rùiiii,28/08/2024,negative
342,phạm khải shock,04/09/2024,positive
343,tang hoang qui flash sale,02/07/2024,neutral
344,phạm khải sập sàn,08/09/2024,negative
345,công nghệ thông tin chất liệu cao,04/09/2024,neutral
346,hoàng việt newb hunter,17/10/2024,neutral
347,nguyễn minh hellooo bạn mới,28/09/2024,positive
348,hieu nguyen cậu ngành nào thế,20/09/2024,positive
349,nguyễn minh tớ công nghệ thông tin cậu ơi,07/09/2024,positive
350,hieu nguyen cậu mua điểm à tớ với cậu tx1 thôi,17/10/2024,neutral
351,nguyễn minh tớ thi tsa cậu ơi,14/10/2024,positive
352,hieu nguyen cậu còn chưa bằng kong nữa,21/09/2024,positive
353,nguyễn minh cậu nhầm à tớ là kăng mà,29/09/2024,positive
354,nguyễn thắng giật mình,27/09/2024,negative
355,viễn dương múc đi em đỗ kì,06/07/2024,positive
356,nguyễn thắng ê sao lấi đgtd cao hơn back khoa mà thpt lạ v,17/07/2024,negative
357,viễn dương sao hỏi tao,23/08/2024,positive
358,hehh bất ngờ quá,18/07/2024,neutral
359,đỗ ptit rùi ạ em yêu trường p giống như cách mà người con gái em yêunp,26/10/2024,neutral
360,hùng minh,06/08/2024,neutral
361,công long,18/10/2024,positive
362,nguyễn long,23/08/2024,positive
363,ngô việt tiến,27/10/2024,neutral
364,thanh thời,26/07/2024,neutral
365,uyên uyên,09/10/2024,neutral
366,,06/08/2024,positive
367,luyện lương,22/07/2024,negative
368,haa toann điểm giảm buồn quá,22/10/2024,negative
369,sao k tăng lấi vài điểm,02/09/2024,positive
370,zangg zang,14/07/2024,positive
371,kìu thành đạt vũ thái,28/09/2024,positive
372,ph lien èo,25/08/2024,neutral
373,vũ thái năm nay giảm nhỉ,03/10/2024,positive
374,kìu thành đạt giảm ỉa ra quần,14/09/2024,negative
375,,13/10/2024,positive
376,0,03/10/2024,negative
377,05,10/07/2024,neutral
378,,20/07/2024,positive
379,tuan thanh ê,19/07/2024,neutral
380,tran ngoc ly,23/07/2024,neutral
381,tùng thanh khánh phạm,27/07/2024,neutral
382,nguyên khánh,21/09/2024,neutral
383,phùng hoàng,12/10/2024,neutral
384,nguyễn duy,04/08/2024,positive
385,phạm giang,15/08/2024,positive
386,trần tùng,18/07/2024,neutral
387,đức tài đỗ hoàng phúc quang tran,22/08/2024,neutral
388,,16/09/2024,positive
389,lưu mạnh,09/08/2024,neutral
390,lưu ngát may là thừa 0,19/07/2024,negative
391,03 điểm,29/09/2024,neutral
392,lưu mạnh aonhey,12/07/2024,neutral
393,thừa 004 chào thừa 003,27/08/2024,negative
394,,04/09/2024,neutral
395,nguyễn ánh tuyết,18/10/2024,neutral
396,hung mai,15/09/2024,negative
397,httpswwwfacebookcomgroupsd24ptithanoi,16/10/2024,neutral
398,20 công nghệ thông tin chất liệu cao,01/10/2024,neutral
399,hết mụn đẹp trai xinh gái chỉ với 99k tại ayg trị mụn số 1 hà đông,07/07/2024,neutral
400,em là chất liệu cao nhendương quang hào,23/10/2024,neutral
401,nguyen duc tu chào tân sinh viên ptit,27/08/2024,neutral
402,huyền nguyễn hơi bất ngờ,07/08/2024,negative
403,phạm thị khánh huyền hihi,08/08/2024,neutral
404,iu ptit,15/10/2024,neutral
405,ptit,01/10/2024,neutral
406,uâyyyyi,14/09/2024,neutral
407,lê minh sơn đậu r,22/10/2024,positive
408,lưu minh bú,30/09/2024,positive
409,bo,10/07/2024,neutral
410,đỗ r trần hoànganh,16/08/2024,neutral
411,ngô quang huy thiếu 01,30/09/2024,negative
412,tạ minh quang hic hic,24/10/2024,negative
413,giang đoàn đặt vào là đỗ hết chứ còn,06/11/2024,negative
414,mỹ tâm full,17/08/2024,neutral
415,sale,30/08/2024,neutral
416,còn 2 câi bàng bên hông phải nhà a2 nữa mà ad,21/08/2024,neutral
417,câi sưa còn ổn khum,13/07/2024,positive
418,lưu thị nguyệt anh ổnnt,14/10/2024,neutral
419,lưu thị nguyệt anh may quá,05/08/2024,positive
420,em nó vẫn ổn để còn có chỗ cho các anh chị sv check,31/08/2024,neutral
421,học viện công nghệ bưu chính viễn thông ptit trộm vía chứ hoa rõ đẹp luôn ad,18/08/2024,neutral
422,hóa ra học phí bọn e đặt ở đâi,10/10/2024,positive
423,giống phim kinh dị quá ạ,23/09/2024,negative
424,,06/08/2024,negative
425,đá ốp tường cũng k yên hả,16/10/2024,positive
426,minh hue bui năm sau cô trò mình hết chụp ảnh bằng lăng oyyyi,06/10/2024,neutral
427,hoàng hải lý vẫn còn nhiều mà,01/10/2024,neutral
428,nó thấp nên đỡ hơn các câi cao,07/09/2024,positive
429,mai nhập học chỉ đổi ngài còn giờ vẫn giữ nguyên ạ ad,11/10/2024,neutral
430,hậu lee vì chỉ còn số ít sv chưa nhập học nên em đến nhập học vào buổi sáng được nhé,11/09/2024,neutral
431,confess mới cho mn muốn hỏi gì mà ngại nheenlink page bên dưới,10/07/2024,neutral
432,mong trường sớm chữa lành,12/10/2024,negative
433,phạm văn phúc thời gian sẽ chữa lành mọi vết thương em ạ,02/09/2024,neutral
434,may quá vợ không bị lsao,20/09/2024,neutral
435,cứu em mn ơi học zoom 3h mà baaaayh em ko tìm đc link ạ huhu,31/07/2024,positive
436,ai cho tôi biết câi sưa cổng trường sao rồi đii,22/10/2024,positive
437,nguyễn thu hiền nhìn trường cũng buồn nhưng mà mai mình đi nhặt sấu không,22/10/2024,positive
438,nguyễn kim huệ nay nhặt xoài chưa đã tay hả mà còn tính mai đi nhặt tiếp,05/09/2024,negative
439,khủng khiếp thật,27/08/2024,neutral
440,linh ngọc ngô huyền hsau học lí mát lắm,18/10/2024,neutral
441,ngọc ahn hoà mk vào thiên nhiên,22/10/2024,neutral
442,linh ngọc ngọc ahn mang chăn lên đắp,22/09/2024,positive
443,ngô huyền phòng thông v ngoài trời r,05/07/2024,positive
444,mang lên ngủ bao sướng,07/09/2024,neutral
445,ngọc ahn mang ô đi kẻo mưa nó hắt nắng nó chói,20/08/2024,negative
446,linh ngọc tương lai sáng chói thế còn gì,28/10/2024,neutral
447,nghỉ mấi hôm cho trường sửa sang lại vậi,18/07/2024,negative
448,lâm lương phúc sinh viên chủ động thôi,26/10/2024,positive
449,lớn r phải biết ý,20/08/2024,negative
450,hoang tàn gần bằng ptit nam kì,19/08/2024,negative
451,đặng sỹ khang ôi ptit,28/10/2024,negative
452,hoai anh ôi khôm,10/10/2024,neutral
453,sad quá tr quá đất,04/07/2024,negative
454,long ha dấu hiệu học phí tăng,14/09/2024,positive
455,cá vàng ở đá thần k biết sao rồi thu hòa,13/07/2024,neutral
456,nguyễn mạnh hùng anh ơi anh có nhiều vc để làm rồi,03/09/2024,neutral
